Date,XLU,XLP,XLV,XLF,XLY,XLI,XLB,XLK,XLC,SPLV,SPHB,RPV,RPG,IWM,SPY,VYM,HYG,IEI,sp50,Breadth (50),Breadth (200),13 forward,XLU,XLP,XLV,XLE,XLY,XLI,XLB,XLK,XLC,SPLV,SPHB,RPV,RPG,IWM,SPY,VYM,,26 forward,XLU,XLP,XLV,XLE,XLY,XLI,XLB,XLK,XLC,SPLV,SPHB,RPV,RPG,IWM,SPY,VYM
03/04/2016,23.56,52.04,67.41,22.28,38.36,53.78,21.73,21.21,,38.94,28.52,49.62,15.38,107.72,200.43,67.53,47.71,102.80,,84.8%,50.8%,,0.06304394,0.029208301,0.07239282,0.055206463,0.031152242,0.041093343,0.096640589,0.035832155,#VALUE!,0.052645095,0.071879383,0.047762999,0.060353802,0.076587449,0.04914434,0.04886717,,,,,,,,,,,,,,,,,,
03/11/2016,24.08,52.45,68.59,22.49,38.65,54.04,22.20,21.44,,39.46,28.73,50.44,15.53,108.20,202.76,68.49,48.46,102.38,,91.4%,58.7%,,0.050259605,0.032030505,0.046508237,0.029791018,0.015394567,0.044966691,0.075225225,0.025425706,#VALUE!,0.048403447,0.046293073,0.019032514,0.042638284,0.072727743,0.036052476,0.037377719,,,,,,,,,,,,,,,,,,
03/18/2016,24.32,52.65,66.84,22.73,39.05,55.63,22.71,21.80,,39.89,29.36,51.06,15.66,109.61,204.38,68.88,48.61,103.09,,93.3%,62.6%,,0.039481801,0.015574549,0.048174746,-0.005279366,-0.002048918,0.001797591,0.039189784,-0.012388162,#VALUE!,0.030834796,0.008855586,-0.007442225,0.018649891,0.040598486,0.010470692,0.024680604,,,,,,,,,,,,,,,,,,
03/25/2016,24.46,52.32,67.39,22.31,38.78,55.12,22.28,21.81,,39.76,28.43,50.04,15.59,107.20,203.12,68.42,47.99,102.94,,91.6%,59.0%,,0.034757718,0.014908257,0.028194094,-0.010309278,-0.018052869,-0.013425254,0.032996633,-0.030719853,#VALUE!,0.030935614,0.014073212,-0.008193445,0.006540977,0.049906716,4.9232E-05,0.010230927,,,,,,,,,,,,,,,,,,
04/01/2016,24.91,53.62,68.55,22.70,39.72,55.73,22.62,22.35,,40.68,28.63,50.43,16.04,111.12,206.92,69.35,48.23,103.67,,95.9%,68.5%,,0.053603694,0.023685192,0.05266229,0.001762115,-0.007050233,0.008254082,0.024756852,-0.027516779,#VALUE!,0.049901672,0.031435557,0.016260163,0.009349289,0.038426926,0.014502223,0.030857967,,,,,,,,,,,,,,,,,,
04/08/2016,24.43,53.41,69.35,22.05,38.94,54.71,22.26,21.95,,40.18,28.40,49.17,15.86,109.11,204.50,68.64,48.32,104.07,,87.3%,63.4%,,0.075537359,0.042688635,0.06258111,0.039455782,0.035315269,0.046061049,0.054806828,0.005468216,#VALUE!,0.074912892,0.040140845,0.049013626,0.043264379,0.070387682,0.039857369,0.052156177,,,,,,,,,,,,,,,,,,
04/15/2016,24.45,53.04,70.02,22.90,39.75,56.05,23.02,22.17,,40.32,29.80,50.88,16.02,112.45,207.78,69.57,48.89,103.85,,90.3%,70.9%,,0.063612191,0.050249835,0.057983433,0.027074236,0.018744496,0.047100803,0.059743645,0.01511051,#VALUE!,0.068204365,0.036241611,0.045007862,0.045074291,0.064473099,0.038742901,0.054908725,,,,,,,,,,,,,,,,,,
04/22/2016,23.67,51.96,71.87,23.55,39.73,56.41,23.61,21.72,,39.89,31.16,52.13,15.99,114.11,208.97,69.87,49.43,103.27,,78.8%,77.2%,,0.11427437,0.06812933,0.043411716,0.00552017,0.02693179,0.033327424,0.030713832,0.055018416,#VALUE!,0.081223364,-0.003530167,0.022635718,0.058551232,0.05512225,0.039575059,0.054816087,,,,,,,,,,,,,,,,,,
04/29/2016,24.21,52.30,69.79,23.31,39.60,56.16,23.55,21.07,,39.94,30.68,51.92,15.74,112.48,206.33,69.54,49.70,103.61,,68.5%,70.7%,,0.076414705,0.045889101,0.077505918,0.014586015,0.030555556,0.033475783,0.033757962,0.102539758,#VALUE!,0.071857787,0.016949153,0.025423729,0.077636595,0.076369132,0.052290787,0.051768766,,,,,,,,,,,,,,,,,,
05/06/2016,24.42,53.24,69.18,23.13,39.64,55.64,23.08,21.13,,40.46,29.22,50.84,15.80,110.91,205.72,69.28,49.14,103.93,,63.9%,67.0%,,0.038910506,0.025356875,0.087742122,0.038478167,0.028884965,0.04798706,0.056542461,0.113609467,#VALUE!,0.050420168,0.079055441,0.044059795,0.075588723,0.10269588,0.060567762,0.054849885,,,,,,,,,,,,,,,,,,
05/13/2016,24.70,53.24,69.14,22.88,39.06,55.05,22.98,21.11,,40.55,28.69,49.75,15.82,109.64,204.76,69.11,49.29,104.07,,53.4%,67.0%,,0.03057299,0.03474831,0.081573619,0.042832168,0.049801562,0.063760218,0.053754081,0.116086235,#VALUE!,0.050061652,0.102306756,0.064723618,0.075240195,0.114465524,0.066907599,0.058023441,,,,,,,,,,,,,,,,,,
05/20/2016,24.15,52.16,69.69,23.21,38.85,55.03,23.14,21.37,,40.05,29.48,50.40,15.89,110.79,205.49,69.09,49.50,103.41,,49.8%,69.4%,,0.041002278,0.05291411,0.067011049,0.034467902,0.048906049,0.072505906,0.058556612,0.100397847,#VALUE!,0.054931336,0.098303935,0.056150794,0.069225996,0.109666937,0.06350674,0.05775076,,,,,,,,,,,,,,,,,,
05/27/2016,24.42,53.00,71.18,23.81,39.66,55.93,23.59,22.05,,40.59,30.54,51.70,16.32,114.60,210.24,70.55,49.83,103.28,,69.5%,78.4%,,0.006553348,0.024716981,0.026552402,0.012599748,0.020423601,0.048811014,0.032852904,0.066893424,#VALUE!,0.029810298,0.058611657,0.023208897,0.035897996,0.07382199,0.033533105,0.030616584,,,,,,,,,,,,,,,,,,
06/03/2016,25.04,53.56,72.29,23.51,39.56,55.99,23.83,21.97,,40.99,30.57,51.99,16.30,115.97,210.28,70.83,49.96,104.09,,70.4%,75.9%,,-0.008985623,0.023525019,0.004979942,0.045087197,0.02237391,0.052509377,0.033361309,0.077605826,#VALUE!,0.029519395,0.059208374,0.022889017,0.041094274,0.073639734,0.038472513,0.034166314,,,,,,,,,,,,,,,,,,
06/10/2016,25.29,54.13,71.78,23.16,39.25,56.47,23.87,21.98,,41.37,30.06,51.40,16.19,116.07,210.07,71.05,50.15,104.38,,66.1%,74.8%,,-0.041724342,-0.026602623,-0.003761493,0.037996546,-0.000764429,0.011510537,-0.006284039,0.050045496,#VALUE!,-0.013294658,0.070192947,0.012645914,0.015814058,0.044628242,0.015280621,0.008444757,,,,,,,,,,,,,,,,,,
06/17/2016,25.28,53.47,70.06,22.61,38.97,55.73,23.60,21.53,,41.12,29.62,50.68,15.95,114.06,206.52,70.58,49.73,104.70,,53.0%,69.2%,,-0.025519288,-0.012717412,0.029260634,0.0446705,0.007442577,0.015790418,-0.009322034,0.096631823,#VALUE!,0,0.079000675,0.018745067,0.039873304,0.06838506,0.0331687,0.009492774,,,,,,,,,,,,,,,,,,
06/24/2016,25.31,53.10,69.29,22.08,38.08,54.38,23.01,21.14,,40.99,28.83,49.63,15.70,112.55,203.13,69.12,49.81,104.90,,36.9%,63.8%,,0.006520451,0.004519774,0.05513061,-0.122282609,0.046224557,0.06141964,0.028031291,0.123226112,#VALUE!,0.023664308,0.117585848,0.058633891,0.071865566,0.108929365,0.063309211,0.043113426,,,,,,,,,,,,,,,,,,
07/01/2016,26.24,54.89,72.16,22.74,39.44,56.19,23.18,21.74,,42.71,29.53,51.25,16.19,115.39,209.92,71.49,50.77,105.42,,63.7%,70.3%,,-0.066501524,-0.030606668,-0.000692905,-0.151275286,0.014834538,0.038974907,0.029982744,0.099148838,#VALUE!,-0.028564739,0.113105317,0.031609756,0.040216129,0.076436433,0.030388604,0.009092181,,,,,,,,,,,,,,,,,,
07/08/2016,26.27,55.69,73.69,22.92,40.31,57.23,23.48,22.07,,43.19,29.54,51.58,16.54,116.79,212.65,72.22,51.45,105.59,,74.5%,73.1%,,-0.103159498,-0.060333992,-0.024698059,-0.143979058,-0.010915406,0.005766207,-0.002129472,0.079084523,#VALUE!,-0.061819866,0.119837508,0.021132222,0.007616975,0.051716757,0.011239125,-0.00692329,,,,,,,,,,,,,,,,,,
07/15/2016,26.00,55.70,74.08,23.52,40.49,58.69,24.39,22.51,,43.07,30.88,53.17,16.74,119.70,215.83,73.39,51.47,104.68,,85.4%,78.4%,,-0.081730769,-0.05978456,-0.060205184,-0.174319728,-0.025808842,-0.02487647,-0.050430504,0.052432793,#VALUE!,-0.059902484,0.042992228,-0.026330638,-0.013620072,0.00609858,-0.012556178,-0.03215697,,,,,,,,,,,,,,,,,,
07/22/2016,26.38,55.50,74.99,23.68,40.80,58.29,24.33,22.92,,43.13,31.05,53.31,16.92,120.40,217.24,73.70,51.80,104.82,,85.6%,83.2%,,-0.090219864,-0.058918919,-0.070409388,-0.170185811,-0.024632353,-0.022302282,-0.032881217,0.037093607,#VALUE!,-0.066774867,0.053140097,-0.020258863,-0.015955561,0.005564784,-0.015006444,-0.037449118,,,,,,,,,,,,,,,,,,
07/29/2016,26.06,54.70,75.20,23.65,40.81,58.04,24.35,23.23,,42.81,31.20,53.24,16.96,121.07,217.12,73.14,51.34,105.32,,77.7%,80.6%,,-0.070222563,-0.037111517,-0.098670213,-0.164059197,-0.043861799,-0.016195727,-0.040254672,0.02131324,#VALUE!,-0.060499883,0.041935897,-0.021412472,-0.033250796,-0.025109441,-0.021094326,-0.028165163,,,,,,,,,,,,,,,,,,
08/05/2016,25.37,54.59,75.25,24.02,40.79,58.31,24.39,23.53,,42.50,31.53,53.08,16.99,122.30,218.18,73.08,51.65,104.81,,75.5%,83.2%,,-0.054799921,-0.054588753,-0.11654485,-0.188592839,-0.05933554,-0.031555479,-0.048595448,-0.018490967,#VALUE!,-0.068,0.006026007,-0.033911078,-0.05191289,-0.053638594,-0.044137868,-0.042556103,,,,,,,,,,,,,,,,,,
08/12/2016,25.45,55.09,74.78,23.86,41.00,58.56,24.21,23.56,,42.58,31.62,52.97,17.01,122.19,218.46,73.12,52.11,105.05,,70.8%,83.7%,,-0.0956778,-0.082592122,-0.05736828,-0.091785415,-0.027804878,0.042520492,-0.005576208,-0.008066228,#VALUE!,-0.057069047,0.083175206,0.032659996,-0.031753381,0.042311155,-0.009338094,-0.00369256,,,,,,,,,,,,,,,,,,
08/19/2016,25.14,54.92,74.36,24.01,40.75,59.02,24.50,23.51,,42.25,32.38,53.23,16.99,122.94,218.54,73.08,52.28,104.72,,69.6%,84.7%,,-0.079172469,-0.080480699,-0.062668101,-0.077051229,-0.003680982,0.038630973,-0.01367626,0.007230966,#VALUE!,-0.046863905,0.089937612,0.052038324,-0.016480224,0.065479095,-0.000183033,0.004926108,,,,,,,,,,,,,,,,,,
08/26/2016,24.58,54.31,73.07,24.11,40.47,58.66,24.37,23.53,,41.80,32.33,52.90,16.91,123.06,217.29,72.71,52.26,104.42,,63.4%,82.8%,,-0.040488301,-0.056895599,-0.04913097,-0.070510162,0.025203855,0.069041937,0.017032629,0.020191286,#VALUE!,-0.020334928,0.114444788,0.076183509,0.002010526,0.089468552,0.019467072,0.025030945,,,,,,,,,,,,,,,,,,
09/02/2016,24.82,54.82,72.65,24.57,40.44,58.93,24.63,23.68,,42.20,32.38,53.18,16.97,124.51,218.37,73.25,52.70,104.60,,64.2%,83.5%,,-0.057021963,-0.07752645,-0.05836201,-0.078144078,0.006923838,0.065840828,0.014822335,-0.013938754,#VALUE!,-0.040047393,0.127856702,0.075028206,-0.028985507,0.051321179,0.005998993,0.012013652,,,,,,,,,,,,,,,,,,
09/09/2016,24.23,52.69,71.51,24.04,39.22,57.12,23.72,23.08,,40.82,32.17,52.05,16.44,121.25,213.28,71.65,52.01,104.43,,36.2%,75.1%,,-0.010317788,-0.012336307,-0.037197595,-0.012063228,0.074971312,0.120098039,0.085581788,0.053942808,#VALUE!,0.015188633,0.185887473,0.148318924,0.0332036,0.140701031,0.062031133,0.066713189,,,,,,,,,,,,,,,,,,
09/16/2016,24.63,52.79,72.11,23.62,39.26,56.61,23.38,23.61,,41.12,31.96,51.63,16.59,121.86,213.37,71.25,52.10,104.63,,35.3%,75.8%,,-0.01725538,-0.014017806,-0.035085286,-0.011007621,0.053241625,0.1054584,0.078272027,0.029231095,#VALUE!,0.011673152,0.162077597,0.13228743,0.018690582,0.115296242,0.054693725,0.075929825,,,,,,,,,,,,,,,,,,
09/23/2016,25.47,53.34,73.11,19.38,39.84,57.72,23.66,23.75,,41.96,32.22,52.54,16.82,124.81,215.99,72.10,52.61,104.81,,53.3%,79.0%,,-0.045740086,-0.023997,-0.049924771,0.216718266,0.034893937,0.091302841,0.062566054,0.031164456,#VALUE!,-0.004051478,0.157976412,0.110201751,0.00380391,0.089976765,0.045002083,0.059500693,,,,,,,,,,,,,,,,,,
09/30/2016,24.50,53.21,72.11,19.30,40.02,58.38,23.88,23.89,,41.49,32.87,52.87,16.85,124.21,216.30,72.14,52.91,104.92,,51.8%,78.3%,,-0.008573178,-0.02819019,-0.043960616,0.204663212,0.016991504,0.065775951,0.040837696,0.01213897,#VALUE!,0.002169197,0.113020992,0.089275582,-0.007791925,0.08566138,0.033425798,0.050318825,,,,,,,,,,,,,,,,,,
10/07/2016,23.56,52.33,71.87,19.62,39.87,57.56,23.43,23.81,,40.52,33.08,52.67,16.67,122.83,215.04,71.72,53.08,104.37,,44.1%,69.3%,,0.036290323,-0.004012994,-0.01280089,0.199796126,0.044895912,0.096942321,0.08023901,0.037379252,#VALUE!,0.034797631,0.13814994,0.114106702,0.019198464,0.104697549,0.056594122,0.063022867,,,,,,,,,,,,,,,,,,
10/14/2016,23.88,52.37,69.62,19.42,39.45,57.23,23.16,23.69,,40.49,32.21,51.77,16.51,120.43,213.12,71.03,52.91,104.27,,28.5%,66.3%,,0.01591623,-0.016230666,0.018672795,0.210607621,0.0642667,0.104665385,0.098229706,0.048342833,#VALUE!,0.025932329,0.163700493,0.12825961,0.03185562,0.131445653,0.065362237,0.066591581,,,,,,,,,,,,,,,,,,
10/21/2016,24.00,52.23,69.71,19.65,39.80,56.99,23.53,23.77,,40.25,32.70,52.23,16.65,121.07,213.98,70.94,53.22,104.48,,33.3%,65.2%,,0.013333333,0.00670113,0.001864869,0.178117048,0.054529464,0.11317775,0.085635359,0.04775931,#VALUE!,0.037018634,0.13853211,0.110664369,0.0256822,0.110431981,0.059631741,0.067098957,,,,,,,,,,,,,,,,,,
10/28/2016,24.23,52.67,67.78,19.77,39.02,57.10,23.37,23.72,,40.22,32.51,52.10,16.40,118.03,212.54,71.08,52.55,104.22,,33.8%,60.9%,,-0.00144449,-0.005505981,0.029064621,0.196256955,0.08995387,0.129422067,0.130109138,0.069561551,#VALUE!,0.038040776,0.165852518,0.121113244,0.055372606,0.153859188,0.077303096,0.073579066,,,,,,,,,,,,,,,,,,
11/04/2016,23.98,51.61,66.48,19.49,38.37,56.47,23.20,23.09,,39.61,31.72,51.28,16.11,115.74,208.55,69.97,51.99,104.71,,26.5%,53.9%,,0.019812304,0.026932765,0.074308063,0.217034377,0.101133846,0.126615902,0.122413793,0.097661325,#VALUE!,0.057813683,0.193253468,0.146060842,0.076483735,0.182564368,0.099688324,0.08803773,,,,,,,,,,,,,,,,,,
11/11/2016,23.02,50.54,70.49,21.67,39.86,61.05,24.08,23.37,,40.15,34.25,54.70,16.47,127.36,216.42,72.85,51.07,103.06,,54.1%,62.2%,,0.070823376,0.060941828,0.019435381,0.097369635,0.075388861,0.06027846,0.082035306,0.098223839,#VALUE!,0.055043587,0.109489051,0.087202925,0.063889097,0.083071608,0.069725534,0.051475635,,,,,,,,,,,,,,,,,,
11/18/2016,23.15,50.50,69.70,22.16,40.60,61.30,24.16,23.68,,40.27,35.29,56.00,16.71,130.99,218.50,73.44,51.78,102.20,,60.0%,64.8%,,0.070857637,0.078415842,0.056814921,0.104241877,0.066625616,0.074877651,0.08236755,0.101984797,#VALUE!,0.065060839,0.083876452,0.080178571,0.057450565,0.061989465,0.075926773,0.059095861,,,,,,,,,,,,,,,,,,
11/25/2016,23.58,51.22,69.48,22.41,41.49,62.71,24.78,24.00,,40.95,36.03,56.93,16.94,134.07,221.52,74.53,52.45,102.03,,70.1%,69.5%,,0.093935539,0.079265912,0.076280944,0.089692102,0.047481321,0.050709616,0.057909605,0.096458333,#VALUE!,0.065445665,0.048015543,0.069383453,0.047450425,0.034161259,0.068707114,0.05420636,,,,,,,,,,,,,,,,,,
12/02/2016,23.40,50.57,68.41,22.65,40.72,62.81,24.99,23.35,,40.51,36.52,57.17,16.48,130.90,219.68,74.13,52.47,102.11,,58.2%,61.2%,,0.100854701,0.090369784,0.108025143,0.102428256,0.06827112,0.055882821,0.053621449,0.132148212,#VALUE!,0.078499136,0.04271632,0.062270422,0.08142234,0.0592055,0.085305899,0.065830298,,,,,,,,,,,,,,,,,,
12/09/2016,23.98,52.04,68.85,23.75,42.16,63.98,25.75,24.33,,41.44,38.15,59.77,16.99,138.31,226.51,76.43,53.15,101.90,,75.5%,69.5%,,0.062552127,0.057840123,0.10355846,0.043789474,0.030126913,0.029071585,0.01184466,0.091675231,#VALUE!,0.051158301,-0.01965924,0.003011544,0.047086463,-0.016990818,0.049357644,0.030223734,,,,,,,,,,,,,,,,,,
12/16/2016,24.21,52.05,69.58,23.36,41.35,62.58,25.21,24.30,,41.60,37.14,58.46,16.90,135.91,225.04,76.66,52.88,101.20,,73.4%,67.6%,,0.058252427,0.056292027,0.080195458,0.046660959,0.056475995,0.049536593,0.038080127,0.09775674,#VALUE!,0.054086538,0.006192784,0.019158399,0.062499993,0.018762416,0.053279417,0.029611271,,,,,,,,,,,,,,,,,,
12/23/2016,24.31,52.06,69.46,23.58,41.23,62.99,25.14,24.49,,41.79,37.31,58.33,16.89,136.04,225.71,76.39,53.40,101.53,,76.6%,67.4%,,0.067475828,0.050710718,0.069536424,-0.001696353,0.049848393,0.024448325,0.027650686,0.079027976,#VALUE!,0.042833214,-0.022782096,-0.004457398,0.050213169,-0.011393708,0.036108281,0.01165074,,,,,,,,,,,,,,,,,,
12/30/2016,24.29,51.71,68.94,23.25,40.70,62.22,24.85,24.18,,41.58,36.59,57.59,16.71,134.85,223.53,75.77,53.37,102.01,,69.0%,64.8%,,0.056413424,0.055501837,0.078619089,0.020645161,0.08046683,0.045644487,0.054527163,0.10235732,#VALUE!,0.045454545,0.027470275,0.02205244,0.073112348,0.019503152,0.05462354,0.024811931,,,,,,,,,,,,,,,,,,
01/06/2017,24.42,52.12,70.95,23.54,41.66,63.14,25.31,24.70,,41.93,37.65,58.68,16.99,135.69,227.21,76.24,53.79,102.07,,82.6%,71.0%,,0.052631579,0.049501151,0.048766737,-0.000849618,0.047287566,0.031517263,0.038917424,0.074089069,#VALUE!,0.034819938,-0.005577689,-0.003408316,0.052154462,-0.001252856,0.035165706,0.015083945,,,,,,,,,,,,,,,,,,
01/13/2017,24.26,51.52,70.92,23.51,41.98,63.22,25.44,24.83,,41.54,37.48,58.41,17.04,136.26,227.05,75.76,53.84,102.23,,78.8%,71.9%,,0.065347351,0.064440994,0.043147208,-0.025946406,0.030848023,0.012654223,0.008649499,0.054571083,#VALUE!,0.039720751,-0.024279616,-0.009758603,0.034276324,-0.018640834,0.024047567,0.010427666,,,,,,,,,,,,,,,,,,
01/20/2017,24.32,52.58,69.84,23.15,41.97,63.44,25.55,24.90,,41.74,37.23,58.01,17.08,134.44,226.74,75.70,53.77,102.09,,70.3%,71.9%,,0.063527961,0.046025105,0.054982818,0.000431965,0.051471464,0.031052963,0.021726365,0.067670683,#VALUE!,0.04480115,-0.011549825,0.002585761,0.052362869,0.020603987,0.034621152,0.014663144,,,,,,,,,,,,,,,,,,
01/27/2017,24.20,52.38,69.75,23.65,42.53,64.49,26.41,25.37,,41.75,37.90,58.41,17.31,136.19,228.97,76.31,54.02,102.08,,72.9%,71.9%,,0.068402563,0.053455517,0.082437276,-0.005073996,0.058782036,0.028686618,0.00492331,0.071738274,#VALUE!,0.05005988,-0.021899736,0.007875364,0.056512192,0.0210735,0.039786872,0.016773686,,,,,,,,,,,,,,,,,,
02/03/2017,24.45,53.00,71.42,23.72,42.25,63.62,26.04,25.35,,41.90,37.85,58.77,17.34,136.87,229.34,76.13,54.18,102.26,,70.8%,74.5%,,0.057873211,0.041886792,0.063707645,0.005059022,0.067226891,0.051870481,0.02688172,0.0844348,#VALUE!,0.053460621,-0.01664465,0.003062787,0.06355248,0.01548915,0.045173105,0.021804808,,,,,,,,,,,,,,,,,,
02/10/2017,24.65,53.62,71.86,23.78,42.87,64.73,26.05,25.66,,42.36,38.00,59.47,17.52,137.94,231.51,76.60,54.21,102.48,,76.9%,80.3%,,0.049502942,0.024990675,0.047592541,-0.009251472,0.048407792,0.024254596,0.009788868,0.082618862,#VALUE!,0.032577904,-0.028947368,-0.020514545,0.054115881,-0.003117297,0.032266425,0.006266319,,,,,,,,,,,,,,,,,,
02/17/2017,24.79,54.46,73.66,24.47,43.31,65.89,26.15,26.10,,42.89,38.25,60.49,17.67,139.11,235.09,77.78,54.36,102.46,,79.7%,82.6%,,0.050635465,0.01634227,0.018598968,-0.045770331,0.030481469,0.004097739,0.002676864,0.058440314,#VALUE!,0.022149685,-0.038169935,-0.04447016,0.046972269,-0.022140752,0.013696882,-0.010671124,,,,,,,,,,,,,,,,,,
02/24/2017,25.80,55.28,74.78,24.42,43.46,65.89,26.22,26.32,,43.63,37.76,60.88,17.75,138.65,236.74,78.57,54.65,102.92,,82.0%,85.2%,,0.035084319,0.022069465,0.014843541,-0.033169533,0.043948458,0.023068751,0.009536525,0.071252138,#VALUE!,0.02498281,-0.023834746,-0.041064389,0.061978815,-0.00800577,0.020993495,-0.009036528,,,,,,,,,,,,,,,,,,
03/03/2017,25.76,55.14,75.80,24.97,43.50,66.32,26.33,26.43,,43.69,38.08,60.73,17.82,138.65,238.42,79.01,54.73,102.03,,81.4%,86.1%,,0.053571429,0.038628945,0.021372032,-0.060873048,0.060229885,0.028498191,0.022597797,0.081914491,#VALUE!,0.038452735,-0.035451681,-0.027992755,0.07327198,0.008654886,0.024117104,-0.004809518,,,,,,,,,,,,,,,,,,
03/10/2017,25.48,55.05,75.98,24.79,43.43,65.84,26.06,26.56,,43.56,37.40,59.95,17.79,135.96,237.69,78.74,53.68,101.72,,71.8%,81.3%,,0.053178964,0.029427793,0.020268492,-0.020169423,0.040529649,0.031439854,0.04835924,0.054791941,#VALUE!,0.036042241,-0.004278075,-0.003502919,0.066779149,0.04155634,0.024064959,0.002413005,,,,,,,,,,,,,,,,,,
03/17/2017,25.62,54.98,75.16,24.45,43.68,65.68,26.17,26.67,,43.85,37.37,59.58,17.95,138.46,237.03,78.93,54.16,102.15,,74.2%,82.9%,,0.05621706,0.017642779,0.033661522,-0.006543967,0.031936813,0.045676005,0.032097822,0.035808024,#VALUE!,0.038084379,-0.014717688,-0.001007049,0.051581879,0.012494583,0.02366789,0.007601672,,,,,,,,,,,,,,,,,,
03/24/2017,25.95,54.70,74.29,23.54,43.28,64.53,25.83,26.42,,43.58,36.46,58.07,17.74,134.49,233.86,77.28,54.01,102.54,,59.7%,80.1%,,0.025438427,0.014442413,0.083187508,0.014868309,0.034195933,0.053928405,0.042392567,0.065480696,#VALUE!,0.035337311,0.003291278,0.014809712,0.076905728,0.047735891,0.0396391,0.016692547,,,,,,,,,,,,,,,,,,
03/31/2017,25.66,54.58,74.36,23.73,43.98,65.06,26.21,26.66,,43.47,37.59,58.86,17.94,137.48,235.74,77.65,54.60,102.69,,64.0%,83.5%,,0.012668096,0.006595823,0.065626681,0.039612305,0.019101762,0.046879803,0.026712459,0.026449071,#VALUE!,0.028985507,-0.011439213,0.012060822,0.049732262,0.025021821,0.025706287,0.006567933,,,,,,,,,,,,,,,,,,
04/07/2017,25.70,54.70,74.41,23.52,43.63,65.13,26.30,26.53,,43.39,37.44,58.48,17.87,135.52,235.20,77.39,54.59,102.74,,56.6%,80.7%,,0.001750973,-0.003473492,0.064641849,0.06505102,0.022232409,0.054199294,0.029473284,0.036750848,#VALUE!,0.030191288,-0.00400641,0.023084815,0.059080228,0.036673554,0.029379252,0.009432743,,,,,,,,,,,,,,,,,,
04/14/2017,25.84,54.84,73.98,22.90,43.28,64.02,25.66,26.19,,43.19,36.57,57.84,17.62,133.72,232.51,76.55,54.48,103.52,,41.2%,75.4%,,0.004643963,-0.002188184,0.083130576,0.088209607,0.042056615,0.084504842,0.07678815,0.085736108,#VALUE!,0.037971753,0.044572054,0.045470263,0.095902849,0.059901286,0.056126618,0.029915088,,,,,,,,,,,,,,,,,,
04/21/2017,25.87,55.00,73.68,23.16,44.13,65.41,26.10,26.59,,43.61,36.80,58.16,17.97,137.21,234.59,76.81,54.72,103.59,,54.3%,80.3%,,0.030156582,0.001454545,0.099212812,0.070811744,0.032634561,0.051521174,0.05862069,0.080872673,#VALUE!,0.036918138,0.038586957,0.045392022,0.088016023,0.038918446,0.052389275,0.030594975,,,,,,,,,,,,,,,,,,
04/28/2017,25.85,55.18,75.50,23.53,45.03,66.34,26.54,27.19,,43.84,37.07,58.87,18.28,139.06,238.08,77.59,55.05,103.36,,61.9%,79.4%,,0.025918762,0.002899601,0.059072848,0.058648534,0.014767932,0.031052156,0.037497645,0.056270688,#VALUE!,0.030337591,0.028864311,0.032104637,0.068037629,0.020854307,0.037088374,0.021781157,,,,,,,,,,,,,,,,,,
05/05/2017,25.87,55.22,75.97,23.84,45.09,66.92,26.74,27.49,,44.14,37.22,58.95,18.44,138.99,239.70,77.79,54.94,103.15,,65.1%,79.0%,,0.039628842,-0.003621876,0.046202448,0.065016779,0.00953754,0.029288703,0.020568437,0.048026196,#VALUE!,0.030811056,0.021225148,0.03273961,0.052380599,0.00877761,0.032165207,0.02198226,,,,,,,,,,,,,,,,,,
05/12/2017,25.87,54.96,75.28,23.56,44.94,66.30,26.31,27.78,,43.74,36.90,58.25,18.47,137.51,238.98,77.08,55.19,103.31,,60.0%,76.9%,,0.038855596,0.002911208,0.044102019,0.049660441,-0.000222519,0.023529412,0.01653678,0.027717783,#VALUE!,0.031778692,-0.002168022,0.020600858,0.034874793,-0.007563086,0.021508076,0.019590036,,,,,,,,,,,,,,,,,,
05/19/2017,26.04,55.35,75.03,23.35,44.63,66.16,26.22,27.62,,43.84,36.79,57.80,18.50,136.03,238.31,76.95,55.32,103.69,,57.5%,76.7%,,0.046466974,-0.002710027,0.039584166,0.054389722,-0.011204482,0.014963724,0.024218154,0.033128168,#VALUE!,0.027828467,-0.01359065,0.0183391,0.031783838,-0.008159965,0.018463346,0.013905133,,,,,,,,,,,,,,,,,,
05/26/2017,26.70,56.50,75.89,23.61,45.37,67.41,26.47,28.19,,44.72,36.86,58.38,18.85,137.54,241.71,77.86,55.56,103.69,,68.5%,77.1%,,0.03258427,-0.032389381,0.040321518,0.050825921,-0.023253251,0.001335113,0.028339316,0.023412558,#VALUE!,0.014087657,-0.005697233,0.019355944,0.018994058,-0.004798604,0.011790989,0.01181608,,,,,,,,,,,,,,,,,,
06/02/2017,27.14,57.27,77.42,23.45,46.12,68.21,26.93,28.60,,45.37,36.73,59.03,19.13,139.85,244.17,78.63,55.81,104.04,,76.3%,79.9%,,0.009579956,-0.040160643,0.04921209,0.056289979,-0.023525585,0.004544788,0.029340761,0.027802063,#VALUE!,0.00286533,0.018513477,0.016601728,0.027705118,0.004790847,0.015030512,0.011064479,,,,,,,,,,,,,,,,,,
